koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,1,0,1.56859048,131.64081,1.198,11.591,280.6,23.41,1693,1935.28,43.3,1,6248,4.442,1.002,293.81381,38.926201,15.105
CANDIDATE,0,0,0,0,8.98826122,138.83733,0.92,4.96,160.8,1.39,864,131.92,14.5,1,5984,4.521,0.906,296.74643,43.045441,15.257
CANDIDATE,0,0,0,0,21.1181653,133.59196,0.675,9.734,112.7,2.89,1110,359.11,26.3,1,6461,3.779,2.566,281.69159,42.397549,12.199
CONFIRMED,0,0,0,0,46.82767725,136.74468,0.393,1.9033,1537.7,2.13,276,1.37,32.4,3,3879,4.708,0.537,284.94098,46.56654,15.473
CONFIRMED,0,0,0,0,7.203855862,170.285731,0.037,2.5418,1765.9,2.25,509,15.87,101.1,1,3834,4.708,0.539,292.29459,40.591789,15.264
CONFIRMED,0,0,0,0,7.256962446,134.023923,0.676,4.9402,463.2,3.53,1163,432.1,168.3,1,5858,4.112,1.549,294.83517,48.982361,12.702
CANDIDATE,0,0,0,0,395.13138,162.7395,0.45,21.291,126.4,0.97,208,0.44,14.4,2,5060,4.493,0.869,290.19992,45.419998,12.642
CANDIDATE,0,0,0,0,0.770658979,131.83206,0.444,1.401,83.5,0.68,1548,1348.87,11.7,1,5058,4.61,0.739,291.37222,45.468102,15.132
CANDIDATE,0,0,0,0,4.6318914,133.7073,0.395,3.88,50.9,0.64,1060,297.79,9.2,1,5926,4.532,0.887,295.50128,45.433979,14.272
CANDIDATE,0,0,0,0,362.13187,369.541,0.397,5.59,849,2.23,208,0.45,8.2,1,5176,4.567,0.766,283.29706,48.266628,15.313
FALSE POSITIVE,0,1,1,1,0.786483923,131.84261,1.139,7.035,233.3,21.66,2408,7999.91,104.2,1,6315,4.258,1.282,297.56628,48.288342,13.504
CANDIDATE,0,0,0,0,3.65034525,133.63577,0.289,1.527,253.2,0.72,578,26.47,6,4,3704,4.797,0.45,291.94415,48.351791,15.519
CANDIDATE,0,0,0,0,43.9438891,144.143,0.523,5.26,154.8,1.12,505,15.41,9.7,1,6008,4.537,0.875,293.31909,48.518608,14.685
FALSE POSITIVE,0,0,1,1,40.244826,161.3679,0.022,4.303,192.9,115.94,3302,28103.18,16.8,1,3674,0.452,89.878,296.01974,43.23439,12.314
FALSE POSITIVE,1,0,0,0,380.294204,355.6712,0.519,12.351,730.5,2.27,229,0.65,15,1,5518,4.473,0.822,294.42719,43.38464,14.945
FALSE POSITIVE,1,0,0,0,315.81065,172.543,0.094,23.66,541.6,1.82,212,0.47,11.6,2,4875,4.514,0.81,295.03894,43.477329,15.374
FALSE POSITIVE,1,0,0,0,527.68601,176.6176,0.011,4.817,602,2,203,0.4,6.8,1,5657,4.567,0.824,293.20059,39.664879,15.031
CANDIDATE,0,0,0,0,309.191789,326.2209,0.155,11.392,122.8,1.96,383,5.08,10.5,1,6299,3.99,1.754,294.63766,39.655811,12.746
FALSE POSITIVE,1,0,0,0,99.299502,138.7153,0.526,3.631,408.5,5.4,682,51.2,6.6,1,6832,3.851,2.578,297.76138,39.854195,13.293
FALSE POSITIVE,0,0,1,0,371.47786,341.9634,0.128,12.3,264.9,1.2,203,0.4,8.6,2,5162,4.605,0.754,295.06955,39.953491,14.603
CANDIDATE,0,0,0,0,400.11482,316.2642,0.066,12.37,113.4,0.95,226,0.62,6.7,1,5547,4.521,0.911,291.52951,40.252918,13.521
FALSE POSITIVE,1,0,0,0,0.510804497,131.88057,0.81,2.539,42.7,1.58,3622,40925.32,15.4,1,6596,3.913,2.176,301.70032,44.380005,11.513
FALSE POSITIVE,0,1,0,0,4.00770453,134.8009815,0.835,5.50884,168780,92.08,1699,1969.22,1753.5,1,7162,4.185,1.631,295.23688,44.507671,13.251
FALSE POSITIVE,0,1,0,0,4.254417651,133.8376474,1.165,6.55436,294550,133.79,1360,806.64,2074.5,1,6292,4.256,1.235,296.17844,44.870342,13.438
FALSE POSITIVE,0,0,1,1,0.790049989,132.11148,0.185,2.794,70.8,0.67,1724,2082.67,12.3,1,5427,4.53,0.808,292.53809,41.206612,15.53
CANDIDATE,0,0,0,0,8.5073512,135.8115,0.223,2.266,209.5,1.38,891,148.86,8.9,1,5914,4.483,0.955,285.23715,41.497532,15.33
FALSE POSITIVE,1,0,0,0,406.45737,230.8834,0.428,9.554,284.2,1.96,278,1.42,12.7,1,6217,4.364,1.141,288.62289,41.44548,13.079
FALSE POSITIVE,0,0,1,0,3.06026014,132.762,0.675,2.545,59.9,0.83,1284,642.06,10.1,1,5878,4.426,1.01,298.13965,41.417229,14.255
FALSE POSITIVE,1,0,0,0,3.54828691,131.83563,0.036,3.281,70.9,1.69,1795,2458.09,9.9,1,6573,4.01,1.987,289.71146,41.529713,13.79
CANDIDATE,0,0,0,0,0.719741,131.898,0.275,2.628,32.2,0.57,2074,4398.76,6.5,5,6014,4.486,0.993,289.7356,49.859787,8.777
FALSE POSITIVE,1,0,0,0,6.0962602,134.9875,0.787,10.4,30.4,0.62,1048,284.96,10,1,6108,4.466,1.03,296.14963,50.46661,13.723
CANDIDATE,0,0,0,0,8.2766028,131.7601,0.638,4.834,73.1,2.48,1623,1639.28,10,1,6787,3.762,2.753,290.87411,51.685181,12.43
FALSE POSITIVE,1,0,0,0,234.524445,346.4227,0.741,3.9,876,2.33,226,0.62,6.8,1,4987,4.613,0.727,288.6127,51.770439,15.8
CANDIDATE,0,0,0,0,302.34971,418.9534,0.468,4.978,622.3,1.98,208,0.44,8,1,4829,4.564,0.794,290.6962,49.066078,15.222
CANDIDATE,0,0,0,0,43.9088053,169.335,0.272,6.265,297.8,7.33,885,144.75,13.7,1,5216,3.402,4.303,285.08685,49.36282,13.589
CANDIDATE,0,0,0,0,5.61357653,131.81669,0.119,2.905,162.3,1.41,1165,435.61,15.2,2,6398,4.411,1.101,296.30197,50.672321,14.79
CONFIRMED,0,1,0,0,92.7495777,173.27975,0.019,5.506,1105.1,1.87,240,0.78,18,2,4141,4.684,0.582,293.61371,47.839001,15.847
FALSE POSITIVE,1,0,0,0,29.3657204,135.07289,0.954,8.7303,74936,51.33,685,51.92,808.9,1,6167,4.299,1.195,295.9964,45.461231,14.053
FALSE POSITIVE,1,0,1,0,1.035329922,132.3319,1.243,3.8022,992.8,105.66,3654,42120.85,178,1,7030,3.65,3.512,300.56625,45.42445,13.632
FALSE POSITIVE,0,0,1,1,3.04463691,132.4477,0.322,6.656,47,0.68,1321,721.48,10.4,1,6181,4.474,0.98,293.65582,45.511108,14.886
CANDIDATE,0,0,0,0,377.67241,221.098,0.107,15.82,514.8,1.37,187,0.29,10.2,1,5031,4.644,0.615,288.43912,45.68721,15.18
FALSE POSITIVE,1,0,0,0,383.937324,299.28884,0.011,2.884,627.7,7.9,389,5.43,10.8,1,5216,3.53,3.207,290.57559,48.785881,13.588
CANDIDATE,0,0,0,0,10.7781558,134.7939,0.009,3.005,121.3,1.24,942,186.22,7.9,1,6386,4.402,1.123,292.9603,48.7005,15.267
FALSE POSITIVE,0,0,1,0,4.17363793,134.20036,0.597,2.738,49.7,2.52,2197,5511.8,10.5,1,6619,3.595,3.41,298.23053,48.794109,12.754
FALSE POSITIVE,1,0,0,0,244.58323,159.3552,0.483,12.822,408.3,2.33,328,2.72,7.1,1,6321,4.417,1.125,287.72198,43.596432,15.934
FALSE POSITIVE,1,0,0,0,185.83013,295.002,0.037,10.14,72.6,1.01,370,4.42,8.1,1,6137,4.286,1.187,284.69919,43.681171,12.218
FALSE POSITIVE,1,0,0,0,363.346158,175.9438,0.29,4.911,896,22.36,537,19.65,10.7,1,4994,3.002,7.619,291.10947,43.635181,13.971
FALSE POSITIVE,1,0,0,0,303.91225,277.1238,0.504,15.37,479.5,1.97,242,0.81,12.4,1,5412,4.513,0.887,294.85776,43.677929,15.264
FALSE POSITIVE,1,0,0,0,539.214259,439.5039,0.001,3.464,300.6,2.04,265,1.17,7.8,1,6469,4.359,1.171,296.98615,40.67511,13.803
FALSE POSITIVE,1,0,0,0,343.56446,203.9865,0.433,18.94,179.6,1.8,298,1.87,8.4,1,5770,4.2,1.326,296.78223,40.835541,14.217
FALSE POSITIVE,1,0,0,0,54.432903,154.9178,0.099,3.554,307.6,1.41,404,6.29,7.7,1,5119,4.493,0.827,290.10568,41.13895,15.393
FALSE POSITIVE,1,0,0,0,235.20613,291.0893,0.297,6.989,642,1.71,230,0.66,6.8,1,5205,4.648,0.679,288.43362,41.358391,15.917
FALSE POSITIVE,0,1,0,0,1.721313779,132.5318957,0.315,3.54768,534620,83.69,1627,1658.35,742.8,1,5960,4.371,1.073,289.74515,45.18716,15.187
FALSE POSITIVE,0,1,0,0,2.015152464,132.1127635,0.308,8.17997,561690,132.05,2107,4657.05,4129.6,1,6988,4.163,1.649,286.59497,45.69828,13.705
FALSE POSITIVE,0,1,0,0,14.44312745,139.3903174,0.98,8.33598,41685,92.28,1182,462.07,2186,1,5757,3.672,2.736,300.12634,45.633549,12.732
FALSE POSITIVE,0,1,0,0,3.79654367,133.2353,1.081,11.4071,70781,159.34,2577,10412.56,283.7,2,8117,3.748,3.07,295.82617,45.78764,14.005
CANDIDATE,0,0,0,0,1.58487898,132.69772,0.417,1.791,42.9,0.37,943,187.91,9.3,1,4201,4.675,0.566,288.87769,46.059139,13.742
FALSE POSITIVE,0,0,1,1,0.805267592,132.09128,0.082,0.887,146.6,1.35,2165,5216.79,9.8,1,6268,4.429,1.1,290.13007,41.5998,15.881
FALSE POSITIVE,1,0,1,1,3.7228679,134.635,0.8,9.557,52.1,0.74,1182,461.27,9.8,1,6046,4.509,0.927,292.01721,41.562809,15.202
FALSE POSITIVE,1,0,0,0,0.56678228,131.8571,0.153,4.725,146.8,0.88,1661,1814.33,15.1,1,4796,4.56,0.749,291.72198,41.842468,15.53
FALSE POSITIVE,0,0,1,1,1.71024931,131.6423,0.508,2.833,98.6,1.2,1766,2298.2,9.4,1,6418,4.395,1.171,292.7066,41.894218,15.761
CANDIDATE,0,0,0,0,5.3360574,132.605,0.006,3.877,54.7,1.52,1667,1823.9,7,1,6742,3.925,2.032,294.48404,41.869171,12.691
FALSE POSITIVE,1,0,0,0,309.933134,141.9846,0.73,7.165,176.1,1.8,319,2.43,8.3,1,6299,4.325,1.262,289.16815,39.829182,13.147
FALSE POSITIVE,1,0,0,0,375.17737,260.4516,0.405,20.52,1230,3.64,264,1.15,13.7,1,6089,4.468,1.024,290.42435,41.183498,15.92
FALSE POSITIVE,0,0,1,0,1.65746034,131.6967,0.193,4.572,22.9,0.54,1663,1808.13,9.1,1,5860,4.326,1.13,297.92798,42.310829,13.869
FALSE POSITIVE,1,0,0,0,508.04103,361.7222,0.476,5.398,371.7,1.89,217,0.53,9.9,1,5672,4.503,0.965,288.97824,39.750259,13.942
CANDIDATE,0,0,0,0,8.16733851,136.20356,0.801,3.337,104.9,1.03,865,132.43,14.8,2,5808,4.522,0.902,292.61511,42.764252,10.158
CANDIDATE,0,0,0,0,6.46004728,135.96779,0.828,1.979,394.2,1.8,883,144.06,17,2,5704,4.575,0.804,293.20453,45.435398,15.81
CANDIDATE,0,0,0,0,7.0956395,135.0007,0.06,3.465,108.1,1.2,989,225.73,10.5,2,5480,4.26,1.174,290.57672,39.95689,15.017
CONFIRMED,0,0,0,0,5.53609368,131.88286,0.791,2.2942,1223.3,2.2,566,24.23,22.6,1,3891,4.718,0.564,283.33606,47.174541,16.279
FALSE POSITIVE,0,0,1,0,20.004714,139.0639,0.18,2.952,115.7,0.89,577,26.19,6.7,1,5299,4.534,0.848,293.7041,45.892509,14.437
CANDIDATE,0,0,0,0,22.6432436,153.44607,0.136,0.806,550.4,2.12,624,35.77,8.2,1,5880,4.516,0.891,284.67227,45.97382,15.581
FALSE POSITIVE,1,0,0,0,350.65158,208.7904,0.004,7.976,248.1,1.31,243,0.83,8.2,1,5882,4.56,0.833,285.71143,45.920658,14.375
FALSE POSITIVE,0,0,1,0,4.18587282,132.41733,0.078,1.998,99.4,0.89,1057,295.17,9.3,1,5455,4.421,0.909,300.38046,45.973549,14.525
CANDIDATE,0,0,0,0,275.5603,237.0977,0.018,15.09,89.4,2.33,437,8.6,11.5,1,5989,3.764,2.467,293.68533,46.095737,11.663
CANDIDATE,0,0,0,0,379.67276,445.9701,0.302,9.662,253.9,1.33,247,0.88,7.9,1,6156,4.563,0.824,291.45468,49.043289,14.44
CANDIDATE,0,0,0,0,278.38935,299.537,0.12,10.43,262.8,6.81,464,10.93,11.2,1,4951,3.349,4.342,291.96802,49.115311,12.795
FALSE POSITIVE,1,0,0,0,185.243906,177.2769,0.726,3.276,383.9,2.38,354,3.7,7.9,1,6218,4.417,1.131,295.08365,49.170158,14.652
CANDIDATE,0,0,0,0,7.8687123,133.2612,0.748,3.739,89.1,1.73,1323,722.44,9.1,1,6738,4.109,1.692,295.59012,49.198601,13.41
CANDIDATE,0,0,0,0,9.9105786,135.9226,0.813,5.945,99.5,1.19,922,170.47,9.2,1,6214,4.442,1.076,285.74564,49.238869,14.863
FALSE POSITIVE,0,1,1,0,0.808106001,131.69026,1.269,3.9174,7676.4,39.59,1978,3631.91,73.3,1,6014,4.494,0.958,300.95416,43.991718,15.94
FALSE POSITIVE,1,0,0,0,391.33068,186.7266,0.508,12.37,277.2,1.68,274,1.33,10.3,1,6428,4.457,0.977,289.4827,44.17889,14.056
FALSE POSITIVE,1,0,0,0,85.9770426,159.3127,0.042,1.919,1064,1.46,202,0.4,8,1,3710,4.797,0.452,282.90985,41.502739,15.901
FALSE POSITIVE,0,1,0,0,370.94353,261.1772,1.294,16.64,1071.3,27.77,228,0.64,14.6,1,5755,4.588,0.776,288.81357,41.555119,15.048
FALSE POSITIVE,1,0,0,0,30.6261927,157.94613,0.386,1.107,162.6,1.55,655,43.61,6.6,1,5860,4.244,1.197,283.24283,42.028561,13.891
FALSE POSITIVE,1,0,0,0,364.42189,303.9267,1.276,38.14,2498,36.37,264,1.14,28.5,1,6047,4.47,1.002,288.77316,42.137081,15.975
FALSE POSITIVE,1,0,0,0,269.331027,232.6164,0.679,4.891,515.7,2.54,304,2.02,7.9,1,6129,4.419,1.055,288.08368,42.676392,15.394
FALSE POSITIVE,1,0,0,0,0.646523404,131.6881,0.494,3.917,25.2,0.85,3163,23676.16,14.2,1,7257,4.185,1.631,293.05569,46.342331,12.884
FALSE POSITIVE,0,1,0,0,0.855763492,132.351325,0.917,3.64361,131660,72.82,2464,8674.28,598.4,1,6679,4.286,1.326,292.45786,46.43338,13.788
FALSE POSITIVE,1,0,0,0,8.429438192,132.2922535,0.428,3.94306,456350,49.49,582,27.16,3072.5,1,4268,4.602,0.68,286.81927,46.66478,14.117
FALSE POSITIVE,0,1,1,1,1.33258375,132.0362,0.746,4.081,60.9,0.84,1727,2096.92,16.4,1,6108,4.471,0.997,295.28735,46.75449,14.835
CANDIDATE,0,0,0,0,14.1011023,133.4744,0.071,4.513,108.2,1.26,904,157.56,8.1,1,6534,4.365,1.199,295.08221,46.941711,15.105
CANDIDATE,0,0,0,0,433.220461,271.04277,0.178,2.725,725.1,2.07,203,0.4,9.5,1,5232,4.519,0.777,294.62714,41.933182,14.546
FALSE POSITIVE,1,0,0,1,1.99492332,133.4406,0.772,5.898,77.7,0.94,1451,1044.18,11.1,1,5957,4.498,0.971,291.85974,42.348701,15.634
CANDIDATE,0,0,0,0,5.44085762,134.29408,0.735,2.119,137.5,0.97,892,149.44,9.3,1,5519,4.59,0.762,297.8728,42.303291,14.81
FALSE POSITIVE,1,0,1,0,0.887691177,132.36711,0.419,1.644,37.3,1.53,2709,12704.16,20.8,1,5500,3.775,2.491,298.33722,42.432911,12.386
FALSE POSITIVE,0,1,0,1,0.566793534,131.8368,0.06,4.714,92.4,122.64,14667,10947554.55,40.4,1,3420,0.269,138.056,291.18686,42.591022,11.476
FALSE POSITIVE,1,0,0,0,350.514,210.8168,0.259,19.53,213.5,2.22,346,3.37,12,1,6382,4.115,1.5,291.54568,43.789879,13.954
FALSE POSITIVE,1,0,0,0,431.51734,391.69732,0.718,16.42,5332.7,10.28,287,1.6,206.2,1,6221,4.294,1.312,284.72949,43.864216,13.922
CANDIDATE,0,0,0,0,364.98242,188.6133,0.926,12.346,533,3.12,293,1.73,13.1,1,6429,4.404,1.116,295.16364,44.422211,14.324
FALSE POSITIVE,1,0,0,0,447.97028,559.6455,0.021,10.857,512.7,2,230,0.67,9.2,1,5911,4.53,0.887,287.10013,45.00631,15.152
FALSE POSITIVE,1,0,0,0,472.6038,515.577,0.476,12.15,672,2.28,218,0.54,7.7,1,5764,4.548,0.863,290.36932,45.009258,15.975
FALSE POSITIVE,0,0,1,0,0.933745798,131.52118,0.961,6.447,613.8,3.45,2097,4570.22,75.3,1,6367,4.419,1.087,288.7709,41.412571,15.485
FALSE POSITIVE,0,1,1,1,31.9729501,133.88218,0.773,9.41,156.3,2.41,757,77.49,38.3,1,6007,4.064,1.759,292.11945,44.657928,12.567
FALSE POSITIVE,0,1,1,0,5.76556718,134.96501,0.678,3.138,213.3,1.66,1120,371.86,17.6,1,6218,4.404,1.072,289.29266,40.270611,15.39
CONFIRMED,0,0,0,0,86.1160885,134.8808,0.016,6.058,875.2,3.11,441,8.93,17.8,1,6161,4.454,1.053,286.36157,42.963921,15.831
FALSE POSITIVE,1,0,1,1,0.536654028,131.70663,0.62,2.783,41,0.67,2299,6574.04,21.8,1,5887,4.421,1.001,297.27579,46.132751,13.805
FALSE POSITIVE,0,0,0,1,1.08908149,132.0192,0.31,2.262,130.7,0.69,1131,386.2,9.9,1,4327,4.639,0.614,287.9549,46.298271,15.597
FALSE POSITIVE,1,0,1,1,3.55650403,133.5416,0.846,6.862,132.3,0.56,580,26.66,11.8,1,3745,4.819,0.427,297.16284,46.27631,15.802
CANDIDATE,0,0,0,0,4.40660737,133.35561,0.433,2.107,70.7,0.86,1152,415.56,8.1,1,6063,4.47,1.001,290.81824,49.30558,14.689
FALSE POSITIVE,0,0,1,1,0.527673051,131.82042,0.216,1.631,28.3,1.43,4056,63629.23,13.5,1,6762,3.738,2.637,292.54663,49.543373,13.699
FALSE POSITIVE,1,0,0,0,117.140785,245.0828,0.643,3.401,337.1,15.87,862,130.52,8.5,1,5282,2.932,8.243,295.14056,49.55706,13.015
FALSE POSITIVE,0,1,0,0,0.590281548,131.69127,0.801,2.72,21.6,0.68,2643,11597.35,20.6,1,6124,4.196,1.315,286.47849,49.64114,12.174
FALSE POSITIVE,1,0,1,1,4.5647147,133.0763,0.647,13.395,99.3,1.04,1131,387.76,18,3,5953,4.433,0.99,292.65387,49.644138,14.095
FALSE POSITIVE,1,0,0,0,348.68162,343.821,0.506,10.959,309.3,2.09,302,1.96,11.9,1,6450,4.386,1.155,284.19217,44.762112,13.971
CANDIDATE,0,0,0,0,353.01861,350.0863,0.064,15.583,375.1,2.25,301,1.93,14.9,2,6450,4.386,1.155,284.19217,44.762112,13.971
FALSE POSITIVE,1,0,0,0,345.128277,218.662,0.175,15.925,324.4,1.94,282,1.5,11.4,1,6214,4.442,1.076,289.29507,44.71656,14.495
FALSE POSITIVE,1,0,0,0,370.38642,263.3823,0.006,23.94,186.2,2.12,328,2.74,13.9,1,6179,4.134,1.555,294.13348,44.71735,13.732
CANDIDATE,0,0,0,0,370.98253,308.2287,1.655,17.84,552.3,119.96,338,3.07,15.7,1,6028,4.013,1.63,298.21265,44.80479,13.936
FALSE POSITIVE,1,0,0,0,34.9989085,160.32308,0.896,1.764,427.1,1.65,376,4.74,7.5,1,4559,4.653,0.648,282.90509,43.871769,15.326
CANDIDATE,0,0,0,0,432.42787,361.4078,0.716,19.63,110.3,1.14,259,1.07,6,1,6263,4.46,1.009,289.66574,43.879459,13.814
FALSE POSITIVE,1,0,0,0,386.78734,354.9326,0.479,15.51,743.7,2.34,224,0.6,10.3,2,5425,4.484,0.847,295.49759,43.909611,15.876
FALSE POSITIVE,1,0,0,0,449.557346,142.8226,0.69,17.227,1193.1,55.33,721,64.05,28.4,1,5323,2.51,15.075,289.64142,44.224751,13.81
FALSE POSITIVE,0,1,0,0,1.009671584,131.5869372,0.864,4.37759,155120,125.31,3287,27692.04,1440.7,1,7652,3.974,2.242,286.29077,47.076221,13.918
FALSE POSITIVE,0,1,0,0,2.287515702,132.3567704,0.346,10.0879,358580,86.76,1801,2484.21,3017.9,1,6773,4.306,1.391,292.25565,47.286301,13.99
FALSE POSITIVE,0,1,0,0,32.77897303,136.182037,0.496,19.1378,410080,69.08,588,28.29,2126.1,1,6122,4.487,0.964,296.59042,47.416908,14.52
FALSE POSITIVE,0,1,0,0,5.274819905,136.708908,0.99,4.6688,108960,100.89,1646,1733.91,902.5,1,7247,4.111,1.834,297.47675,47.658981,12.465
FALSE POSITIVE,1,0,0,0,0.94808587,131.93348,1.105,8.03,229.8,37.72,3359,30040.23,145.3,1,6875,3.798,2.856,297.99118,47.768749,11.601
FALSE POSITIVE,1,0,0,1,3.40076682,131.8405,0.256,4.7,21.1,0.69,1540,1328.5,7.4,1,6134,4.142,1.496,291.24313,42.630169,12.06
FALSE POSITIVE,0,0,1,1,0.56676437,131.8708,0.594,2.326,76.5,0.92,2267,6222.58,11.7,1,6039,4.478,1.005,291.39743,42.61702,15.77
CANDIDATE,0,0,0,0,2.52443998,133.77012,0.232,2.369,45.8,1.53,2145,4998.98,10.6,1,6461,3.846,2.225,296.40149,42.651058,13.063
CANDIDATE,0,0,0,0,185.97534,299.6938,0.4,8.744,54.5,2.76,688,53.05,2.6,3,7365,3.628,3.638,285.32791,45.753738,10.554
FALSE POSITIVE,0,1,1,1,1.332565736,132.049815,1.268,6.0828,2319.8,33.69,1674,1849.94,301.7,1,6014,4.494,0.958,295.24326,46.794891,15.625
CANDIDATE,0,0,0,0,5.0487451,134.6825,0.133,4.007,67.6,0.67,922,170.39,7.7,1,5450,4.573,0.83,282.05078,47.743992,14.811
FALSE POSITIVE,1,0,0,0,103.039788,164.9409,0.039,14.197,1370,2.05,210,0.46,15.9,5,3749,4.674,0.581,291.52393,41.94294,15.084
FALSE POSITIVE,0,0,1,1,0.566799395,131.79717,0.042,1.5368,231.2,1.65,2448,8550.93,33.7,1,6322,4.426,1.075,293.26727,42.42807,15.557
FALSE POSITIVE,1,0,0,0,417.829033,138.8786,0.279,15.05,500.8,2.19,248,0.9,8.9,1,6018,4.485,0.975,285.94116,44.994148,15.499
CANDIDATE,0,0,0,0,10.76800074,138.50669,0.583,3.494,65.1,0.92,885,144.85,14.2,1,5874,4.338,1.096,298.57687,44.621609,12.863
CONFIRMED,1,0,0,0,49.3567907,134.29533,0.277,10.954,130.2,1.91,637,38.86,35,3,5862,4.05,1.67,289.08606,41.562958,11.565
FALSE POSITIVE,0,0,1,0,2.21568076,132.26619,0.563,1.515,43.6,0.57,1236,550.44,6.9,1,5349,4.478,0.836,286.80914,46.390411,13.805
CANDIDATE,0,0,0,0,0.862329309,132.16214,0.421,1.044,140.9,1.09,1825,2623.55,10.8,1,5806,4.528,0.899,287.81287,46.340569,15.769
CANDIDATE,0,0,0,0,372.15035,453.6928,0.259,21.23,457.4,1.74,232,0.69,12.3,1,5769,4.57,0.812,292.48166,46.371479,15.138
CANDIDATE,0,0,0,0,405.35457,311.8,0.285,10.778,545.6,2.11,232,0.69,10.2,1,5650,4.487,0.906,292.58734,49.834469,15.328
FALSE POSITIVE,0,1,0,0,1.47623061,131.603,0.375,2.032,39.1,0.71,1802,2484.49,9.7,1,6325,4.409,1.112,296.97861,49.817329,14.063
FALSE POSITIVE,1,0,0,0,36.3192885,155.94476,0.571,2.601,400.2,25.43,1410,933.26,8.6,1,5008,2.706,12.39,286.56653,50.08947,13.56
FALSE POSITIVE,0,1,0,0,1.901655058,132.83364,1.032,4.6545,87321,89.89,2192,5467.3,190.6,1,6929,4.102,1.704,294.45728,50.03027,15.064
CANDIDATE,0,0,0,0,9.4640413,138.45,0.048,6.999,209.9,1.28,839,117.23,9.4,1,5968,4.534,0.881,286.12177,50.279449,15.807
FALSE POSITIVE,1,0,0,0,331.92622,289.5792,0.026,10.84,809,2.25,235,0.72,8.7,1,5652,4.577,0.798,287.04742,44.987968,15.986
FALSE POSITIVE,1,0,0,0,346.31688,247.1069,0.954,21.92,1435,5.21,278,1.42,17,1,6060,4.408,1.068,287.33807,44.918709,15.386
FALSE POSITIVE,1,0,0,0,259.85736,291.1798,0.512,24.04,307.7,1.33,237,0.74,14.2,1,5374,4.61,0.744,289.86804,44.96003,14.458
FALSE POSITIVE,0,0,1,1,5.29731736,135.5479,0.192,3.341,167.5,1.13,989,226.1,8.7,1,5815,4.54,0.877,296.42264,44.976181,15.654
CANDIDATE,0,0,0,0,389.875816,273.6498,0.576,3.336,2134,3.76,207,0.44,8.9,1,5289,4.588,0.79,300.69672,44.298409,15.953
CANDIDATE,0,0,0,0,385.858683,343.64827,0.877,12.071,548.4,3.23,300,1.92,21.2,1,6551,4.367,1.195,296.40787,44.77364,13.993
CANDIDATE,0,0,0,0,0.757261281,131.62154,0.322,0.905,36.5,0.58,1908,3119.75,10.2,1,5651,4.479,0.953,284.29565,44.895859,14.024
FALSE POSITIVE,1,0,0,0,172.280975,216.0303,0.602,12.24,313.8,1.6,301,1.95,10.2,1,5659,4.538,0.869,286.86218,45.151569,15.112
CANDIDATE,0,0,0,0,367.0896,178.6744,1.242,28.02,2092.3,35.3,281,1.48,27.7,1,6268,4.429,1.1,287.86737,45.321289,15.267
FALSE POSITIVE,1,0,0,0,0.587938916,132.057929,1.257,1.40211,7339.5,29.98,1800,2476.75,563,1,5237,4.543,0.74,296.82581,47.877399,12.735
FALSE POSITIVE,0,1,0,0,32.5325215,147.077355,0.237,13.3991,83468,24.35,535,19.39,1595.1,1,5845,4.558,0.838,290.13074,48.289848,15.354
FALSE POSITIVE,0,1,0,0,2.570431263,133.189517,1.054,5.49699,76826,50.18,1411,936.9,822.9,1,6244,4.473,0.971,298.74158,48.326962,13.43
FALSE POSITIVE,1,0,0,0,4.52977632,136.1237,0.968,26.752,1582.2,12.22,2264,6213.27,55.2,1,8912,4.05,2.299,298.64676,48.784649,11.991
FALSE POSITIVE,1,0,0,1,0.566795586,131.83245,0.686,4.124,39.4,0.66,2296,6597.1,19.6,1,6108,4.471,0.997,291.59357,42.719299,14.549
FALSE POSITIVE,1,0,1,1,0.566781152,131.85715,0.427,3.995,133.4,0.54,1090,337.1,24.9,1,3725,4.787,0.46,291.60602,42.70372,15.742
FALSE POSITIVE,0,0,1,1,0.56681727,131.7715,0.042,1.779,35.9,0.42,1832,2676.11,9.1,1,5481,4.629,0.708,291.83051,42.867729,14.916
CANDIDATE,0,0,0,0,172.820248,302.0399,0.249,7.343,549.3,2.22,338,3.08,10.6,1,6174,4.499,0.939,296.78555,42.880291,14.321
CANDIDATE,0,0,0,0,7.3812344,137.5646,0.687,2.802,104.5,1,944,187.24,8.6,1,6072,4.51,0.923,292.94757,42.904308,15.051
FALSE POSITIVE,1,0,0,0,423.73074,548.9392,0.37,19.4,834.9,2.48,225,0.6,12.1,2,5743,4.553,0.853,284.29269,48.704021,15.969
FALSE POSITIVE,1,0,0,0,384.92275,238.6778,0.288,9.98,184.8,1.64,298,1.87,7.2,1,6070,4.186,1.191,293.96844,50.178219,13.889
CANDIDATE,0,0,0,0,495.662346,561.4127,0.949,4.428,675.7,2.73,207,0.43,10.2,1,5515,4.509,0.82,289.09082,51.532009,14.322
